set,number,cardmarket_product_id,match_method,base_name
BS2,37,273960,unique,Dodrio
BS2,38,273961,unique,Dratini
BS2,39,273962,unique,Exeggutor
BS2,40,273963,unique,Farfetch'd
BS2,41,273964,unique,Fearow
BS2,42,273965,unique,Growlithe
BS2,43,273966,unique,Haunter
BS2,44,273967,unique,Ivysaur
BS2,45,273968,unique,Jynx
BS2,46,273969,unique,Kadabra
BS2,47,273970,unique,Kakuna
BS2,48,273971,unique,Lickitung
BS2,49,273972,unique,Machoke
BS2,50,273973,unique,Magikarp
BS2,51,273974,unique,Magmar
BS2,52,273975,unique,Marowak
BS2,53,273976,unique,Nidorina
BS2,54,273977,unique,Nidorino
BS2,55,273978,unique,Parasect
BS2,56,273979,unique,Persian
BS2,57,273980,unique,Poliwhirl
BS2,58,273981,unique,Raticate
BS2,59,273982,unique,Rhydon
BS2,60,273983,unique,Seaking
BS2,61,273984,unique,Seel
BS2,62,273985,unique,Tauros
BS2,63,273986,unique,Wartortle
BS2,64,273987,unique,Weepinbell
BS2,65,273988,unique,Abra
BS2,66,273989,unique,Bellsprout
BS2,67,273990,unique,Bulbasaur
BS2,68,273991,unique,Caterpie
BS2,69,273992,unique,Charmander
BS2,70,273993,unique,Cubone
BS2,71,273994,unique,Diglett
BS2,72,273995,unique,Doduo
BS2,73,273996,unique,Drowzee
BS2,74,273997,unique,Exeggcute
BS2,75,273998,unique,Gastly
BS2,76,273999,unique,Goldeen
BS2,77,274000,unique,Jigglypuff
BS2,78,274001,unique,Machop
BS2,79,274002,unique,Magnemite
BS2,80,274003,unique,Meowth
BS2,81,274004,unique,Metapod
BS2,84,274007,unique,Onix
BS2,85,274008,unique,Paras
BS2,86,274009,unique,Pidgey
BS2,87,274010,unique,Pikachu
BS2,88,274011,unique,Poliwag
BS2,89,274012,unique,Rattata
BS2,90,274013,unique,Rhyhorn
BS2,91,274014,unique,Sandshrew
BS2,92,274015,unique,Spearow
BS2,93,274016,unique,Squirtle
BS2,94,274017,unique,Starmie
BS2,95,274018,unique,Staryu
BS2,96,274019,unique,Tangela
BS2,97,274020,unique,Venonat
BS2,98,274021,unique,Voltorb
BS2,99,274022,unique,Vulpix
BS2,100,274023,unique,Weedle
BS2,101,274024,unique,Computer Search
BS2,102,274025,unique,Imposter Professor Oak
BS2,103,274026,unique,Item Finder
BS2,104,274027,unique,Lass
BS2,105,274028,unique,Pokémon Breeder
BS2,106,274029,unique,Pokémon Trader
BS2,107,274030,unique,Scoop Up
BS2,108,274031,unique,Super Energy Removal
BS2,109,274032,unique,Defender
BS2,110,274033,unique,Energy Retrieval
BS2,111,274034,unique,Full Heal
BS2,112,274035,unique,Maintenance
BS2,113,274036,unique,PlusPower
BS2,114,274037,unique,Pokémon Center
BS2,115,274038,unique,Pokédex
BS2,116,274039,unique,Professor Oak
BS2,117,274040,unique,Super Potion
BS2,118,274041,unique,Bill
BS2,119,274042,unique,Energy Removal
BS2,120,274043,unique,Gust of Wind
BS2,121,274044,unique,Poké Ball
BS2,122,274045,unique,Potion
BS2,123,274046,unique,Switch
BS2,124,274047,unique,Double Colorless Energy
BS2,125,274048,unique,Fighting Energy
BS2,126,274049,unique,Fire Energy
BS2,127,274050,unique,Grass Energy
BS2,128,274051,unique,Lightning Energy
BS2,129,274052,unique,Psychic Energy
BS2,130,274053,unique,Water Energy
BST,1,544901,unique,Bellsprout
BST,2,544906,unique,Weepinbell
BST,3,544911,unique,Victreebel
BST,4,544916,unique,Cacnea
BST,5,544921,unique,Cacturne
BST,6,544926,ordered(2↔2),Kricketune V
BST,7,544931,unique,Cherubi
BST,8,544936,ordered(1↔2),Cherrim
BST,9,544941,unique,Carnivine
BST,10,544946,unique,Durant
BST,11,544951,unique,Scatterbug
BST,12,544956,unique,Spewpa
BST,13,544961,unique,Vivillon
BST,14,544966,unique,Fomantis
BST,15,544976,unique,Lurantis
BST,16,544981,ordered(1↔2),Tapu Bulu
BST,17,544991,unique,Blipbug
BST,18,544996,ordered(2↔2),Flapple V
BST,19,545001,ordered(2↔2),Flapple VMAX
BST,20,545006,unique,Entei
BST,21,545011,ordered(2↔2),Victini V
BST,22,545016,ordered(2↔2),Victini VMAX
BST,23,545021,ordered(1↔2),Tepig
BST,24,545026,unique,Pignite
BST,25,527635,unique,Emboar
BST,26,545031,unique,Heatmor
BST,27,545036,unique,Salandit
BST,28,545046,unique,Salazzle
BST,29,545056,unique,Sizzlipede
BST,30,545096,unique,Centiskorch
BST,31,545101,unique,Horsea
BST,32,545111,unique,Seadra
BST,33,545121,unique,Kingdra
BST,34,545156,unique,Galarian Mr. Mime
BST,35,545176,unique,Galarian Mr. Rime
BST,36,545186,unique,Remoraid
BST,37,527640,ordered(2↔3),Octillery
BST,38,545306,unique,Corphish
BST,39,545311,unique,Crawdaunt
BST,40,527645,ordered(3↔3),Empoleon V
BST,41,545316,unique,Frillish
BST,42,545321,unique,Jellicent
BST,43,545326,unique,Bruxish
BST,44,545331,unique,Electabuzz
BST,45,545336,unique,Electivire
BST,46,545341,ordered(1↔2),Shinx
BST,47,545346,unique,Luxio
BST,48,545351,unique,Luxray
BST,49,545356,unique,Pachirisu
BST,50,545361,ordered(2↔2),Tapu Koko V
BST,51,545366,ordered(2↔2),Tapu Koko VMAX
BST,52,545371,unique,Yamper
BST,53,545376,unique,Boltund
BST,54,545381,unique,Galarian Slowpoke
BST,55,545386,unique,Spoink
BST,56,545391,unique,Grumpig
BST,57,545396,unique,Baltoy
BST,58,545401,unique,Claydol
BST,59,545406,unique,Chimecho
BST,60,545411,unique,Espurr
BST,61,545416,unique,Meowstic
BST,62,545421,ordered(2↔2),Mimikyu V
BST,63,545426,ordered(2↔2),Necrozma V
BST,64,545436,unique,Dottler
BST,65,545441,unique,Orbeetle
BST,66,545446,unique,Mankey
BST,67,545451,unique,Primeape
BST,68,545456,unique,Onix
BST,69,545461,unique,Cubone
BST,70,545466,unique,Marowak
BST,71,545471,unique,Gligar
BST,72,545476,unique,Gliscor
BST,73,545481,unique,Timburr
BST,74,545486,unique,Gurdurr
BST,75,545491,unique,Conkeldurr
BST,76,545496,unique,Mienfoo
BST,77,527670,unique,Mienshao
BST,78,545501,unique,Rolycoly
BST,79,545506,unique,Carkol
BST,80,545511,unique,Coalossal
BST,81,545516,unique,Silicobra
BST,82,545521,ordered(1↔4),Sandaconda
BST,83,545526,unique,Falinks
BST,84,545531,unique,Stonjourner
BST,85,527650,ordered(3↔3),Single Strike Urshifu V
BST,86,527655,ordered(3↔4),Single Strike Urshifu VMAX
BST,87,527660,ordered(3↔3),Rapid Strike Urshifu V
BST,88,527665,ordered(3↔4),Rapid Strike Urshifu VMAX
BST,89,545536,unique,Zubat
BST,90,545541,unique,Golbat
BST,91,545546,ordered(1↔2),Crobat
BST,92,545551,unique,Galarian Slowbro
BST,93,545556,unique,Murkrow
BST,94,545561,unique,Honchkrow
BST,95,545566,unique,Houndour
BST,96,527675,ordered(2↔3),Houndoom
BST,97,527680,ordered(3↔3),Tyranitar V
BST,98,545571,unique,Morpeko
BST,99,545576,unique,Steelix
BST,100,545581,unique,Mawile
BST,101,545586,unique,Bronzor
BST,102,545591,unique,Bronzong
BST,103,545596,unique,Pawniard
BST,104,545601,unique,Bisharp
BST,105,545606,unique,Honedge
BST,106,545611,unique,Doublade
BST,107,545616,ordered(2↔2),Aegislash
BST,108,545621,ordered(2↔2),Aegislash
BST,109,545626,ordered(2↔2),Corviknight V
BST,110,545631,ordered(2↔2),Corviknight VMAX
BST,111,545636,unique,Spearow
BST,112,545641,unique,Fearow
BST,113,545651,unique,Lickitung
BST,114,545656,unique,Lickilicky
BST,115,545671,unique,Glameow
BST,116,545681,unique,Purugly
BST,117,545691,ordered(2↔2),Stoutland V
BST,118,545746,unique,Bouffalant
BST,119,545761,unique,Drampa
BST,120,545776,unique,Indeedee
BST,121,545801,ordered(3↔3),Bruno
BST,122,545816,unique,Camping Gear
BST,123,545826,ordered(3↔3),Cheryl
BST,124,545836,unique,Energy Recycler
BST,125,545846,unique,Escape Rope
BST,126,545861,ordered(2↔2),Exp. Share
BST,127,545871,unique,Fan of Waves
BST,128,545911,ordered(3↔3),Korrina's Focus
BST,129,545926,ordered(2↔2),Level Ball
BST,130,545931,ordered(3↔3),Phoebe
BST,131,545936,unique,Rapid Strike Scroll of Swirls
BST,132,545941,ordered(3↔3),Rapid Strike Style Mustard
BST,133,545961,unique,Single Strike Scroll of Scorn
BST,134,545981,ordered(3↔3),Single Strike Style Mustard
BST,135,545991,unique,Sordward & Shielbert
BST,136,546006,unique,Tool Jammer
BST,137,546036,unique,Tower of Darkness
BST,138,546056,unique,Tower of Waters
BST,139,546076,unique,Urn of Vitality
BST,140,546101,ordered(2↔2),Rapid Strike Energy
BST,141,546121,ordered(2↔2),Single Strike Energy
BST,142,546146,ordered(2↔2),Kricketune V
BST,143,546161,ordered(2↔2),Flapple V
BST,144,546176,ordered(2↔2),Victini V
BST,145,546296,ordered(3↔3),Empoleon V
BST,146,546311,ordered(3↔3),Empoleon V
BST,147,546331,ordered(2↔2),Tapu Koko V
BST,148,546346,ordered(2↔2),Mimikyu V
BST,149,546366,ordered(2↔2),Necrozma V
BST,150,546386,ordered(3↔3),Single Strike Urshifu V
BST,151,546396,ordered(3↔3),Single Strike Urshifu V
BST,152,546401,ordered(3↔3),Rapid Strike Urshifu V
BST,153,546411,ordered(3↔3),Rapid Strike Urshifu V
BST,154,546421,ordered(3↔3),Tyranitar V
BST,155,546426,ordered(3↔3),Tyranitar V
BST,156,546456,ordered(2↔2),Corviknight V
BST,157,546461,ordered(2↔2),Stoutland V
BST,158,546466,ordered(3↔3),Bruno
BST,159,546471,ordered(3↔3),Cheryl
BST,160,546476,ordered(3↔3),Korrina's Focus
BST,161,546486,ordered(3↔3),Phoebe
BST,162,546576,ordered(3↔3),Rapid Strike Style Mustard
BST,163,546591,ordered(3↔3),Single Strike Style Mustard
BST,164,546611,ordered(2↔2),Flapple VMAX
BST,165,546616,ordered(2↔2),Victini VMAX
BST,166,546621,ordered(2↔2),Tapu Koko VMAX
BST,167,546626,ordered(3↔4),Single Strike Urshifu VMAX
BST,168,546631,ordered(3↔4),Single Strike Urshifu VMAX
BST,169,546636,ordered(3↔4),Rapid Strike Urshifu VMAX
BST,170,546641,ordered(3↔4),Rapid Strike Urshifu VMAX
BST,171,546646,ordered(2↔2),Corviknight VMAX
BST,172,546651,ordered(3↔3),Bruno
BST,173,546656,ordered(3↔3),Cheryl
BST,174,546661,ordered(3↔3),Korrina's Focus
BST,175,546666,ordered(3↔3),Phoebe
BST,176,546671,ordered(3↔3),Rapid Strike Style Mustard
BST,177,546676,ordered(3↔3),Single Strike Style Mustard
BST,178,546681,ordered(2↔3),Octillery
BST,179,546686,ordered(2↔3),Houndoom
BST,180,546691,ordered(2↔2),Exp. Share
BST,181,546696,ordered(2↔2),Level Ball
BST,182,546701,ordered(2↔2),Rapid Strike Energy
BST,183,546706,ordered(2↔2),Single Strike Energy
BUS,1,299408,unique,Caterpie
BUS,2,299409,unique,Metapod
BUS,3,299410,unique,Butterfree
BUS,4,299411,unique,Oddish
BUS,5,299412,unique,Gloom
BUS,6,299413,unique,Vileplume
BUS,7,299414,unique,Tangela
BUS,8,299415,unique,Tangrowth
BUS,9,299416,unique,Ledyba
BUS,10,299417,unique,Ledian
BUS,11,299418,unique,Heracross
BUS,12,299419,unique,Pansage
BUS,13,299420,unique,Simisage
BUS,14,299421,unique,Dewpider
BUS,15,299422,unique,Araquanid
BUS,16,299423,ordered(1↔3),Wimpod
BUS,18,299424,ordered(2↔2),Charmander
BUS,18a,367771,ordered(2↔2),Charmander
BUS,19,299425,unique,Charmeleon
BUS,22,299428,unique,Pansear
BUS,23,299429,unique,Simisear
BUS,24,299430,unique,Heatmor
BUS,26,299432,unique,Turtonator
BUS,27,299433,unique,Alolan Vulpix
BUS,28,299434,unique,Alolan Ninetales
BUS,29,299435,unique,Horsea
BUS,30,299436,unique,Seadra
BUS,31,299568,unique,Kingdra
BUS,32,299437,unique,Magikarp
BUS,33,299438,unique,Gyarados
BUS,34,299439,unique,Marill
BUS,35,299440,unique,Azumarill
BUS,36,299441,unique,Panpour
BUS,37,299442,unique,Simipour
BUS,38,299443,unique,Bruxish
BUS,40,299444,unique,Pikachu
BUS,41,299445,ordered(1↔5),Raichu
BUS,42,299446,unique,Electabuzz
BUS,43,299447,unique,Electivire
BUS,44,299448,unique,Tynamo
BUS,45,299449,unique,Eelektrik
BUS,46,299450,unique,Eelektross
BUS,47,299451,unique,Togedemaru
BUS,48,299452,unique,Slowking
BUS,49,299453,unique,Wobbuffet
BUS,50,299454,unique,Seviper
BUS,51,299455,unique,Duskull
BUS,52,299456,unique,Dusclops
BUS,53,299457,unique,Dusknoir
BUS,54,299458,unique,Croagunk
BUS,55,299459,unique,Toxicroak
BUS,56,299460,unique,Venipede
BUS,57,299461,unique,Whirlipede
BUS,58,299462,unique,Scolipede
BUS,59,299463,unique,Espurr
BUS,60,299464,unique,Meowstic
BUS,61,299465,unique,Sandygast
BUS,62,299466,unique,Palossand
BUS,65,299468,unique,Rhyhorn
BUS,66,299569,unique,Rhydon
BUS,67,299469,unique,Rhyperior
BUS,68,299470,unique,Lunatone
BUS,69,299471,unique,Solrock
BUS,70,299472,unique,Riolu
BUS,71,299473,unique,Lucario
BUS,72,299474,unique,Sawk
BUS,73,299475,unique,Crabrawler
BUS,74,299476,unique,Crabominable
BUS,75,299477,ordered(2↔2),Lycanroc
BUS,76,299478,ordered(2↔2),Lycanroc
BUS,77,299479,unique,Mudbray
BUS,78,299480,unique,Mudsdale
BUS,79,299481,unique,Passimian
BUS,81,299483,unique,Alolan Rattata
BUS,82,299484,unique,Alolan Raticate
BUS,83,299485,unique,Alolan Grimer
BUS,85,299487,unique,Sneasel
BUS,86,299488,unique,Weavile
BUS,87,299489,ordered(1↔2),Darkrai
BUS,89,299491,unique,Inkay
BUS,90,299492,unique,Malamar
BUS,91,299493,ordered(1↔2),Ralts
BUS,92,299494,ordered(2↔3),Kirlia
BUS,92a,312202,ordered(2↔3),Kirlia
BUS,94,299495,ordered(1↔3),Diancie
BUS,95,299496,unique,Cutiefly
BUS,96,299497,unique,Ribombee
BUS,97,299498,unique,Morelull
BUS,98,299499,unique,Shiinotic
BUS,100,299501,ordered(1↔2),Zygarde
BUS,101,299502,unique,Meowth
BUS,102,299503,unique,Persian
BUS,103,299504,unique,Porygon
BUS,104,299505,unique,Porygon2
BUS,105,299506,ordered(2↔2),Porygon-Z
BUS,105a,361591,ordered(2↔2),Porygon-Z
BUS,106,299507,unique,Hoothoot
BUS,107,299508,unique,Noctowl
BUS,108,299509,unique,Bouffalant
BUS,109,299510,unique,Noibat
BUS,110,299511,ordered(1↔2),Stufful
BUS,111,299512,unique,Bewear
BUS,112,299513,ordered(3↔9),Acerola
BUS,112a,299540,ordered(3↔9),Acerola
BUS,113,299514,ordered(2↔3),Bodybuilding Dumbbells
BUS,114,299515,ordered(2↔3),Escape Rope
BUS,115,298778,ordered(3↔12),Guzma
BUS,115a,299541,ordered(3↔12),Guzma
BUS,116,299516,ordered(3↔3),Kiawe
BUS,116a,299542,ordered(3↔3),Kiawe
BUS,117,299517,unique,Lana
BUS,118,299518,unique,Mount Lanakila
BUS,119,299519,unique,Olivia
BUS,120,299520,ordered(2↔2),Plumeria
BUS,121,299521,unique,Po Town
BUS,123,299523,ordered(2↔2),Sophocles
BUS,124,299524,ordered(2↔2),Super Scoop Up
BUS,125,299525,unique,Tormenting Spray
BUS,126,299526,unique,Weakness Policy
BUS,127,299527,ordered(2↔2),Wicke
BUS,128,299528,unique,Wishful Baton
BUS,142,312216,ordered(3↔9),Acerola
BUS,143,312218,ordered(3↔12),Guzma
BUS,144,448148,ordered(3↔3),Kiawe
BUS,145,299543,ordered(2↔2),Plumeria
BUS,146,299544,ordered(2↔2),Sophocles
BUS,147,299545,ordered(2↔2),Wicke
BUS,161,299559,ordered(2↔3),Bodybuilding Dumbbells
BUS,162,299560,unique,Choice Band
BUS,163,299561,ordered(2↔3),Escape Rope
BUS,164,299562,unique,Multi Switch
BUS,165,299563,unique,Rescue Stretcher
BUS,166,299564,ordered(2↔2),Super Scoop Up
BUS,167,299565,unique,Fire Energy
BUS,168,299566,unique,Darkness Energy
BUS,169,299567,unique,Fairy Energy
BWP,1,279925,ordered(2↔3),Snivy
BWP,2,279924,ordered(2↔3),Tepig
BWP,3,279923,ordered(2↔3),Oshawott
BWP,4,279922,ordered(2↔2),Reshiram
BWP,5,279926,ordered(2↔2),Zekrom
BWP,6,279927,ordered(2↔3),Snivy
BWP,7,279930,ordered(2↔3),Tepig
BWP,8,279929,ordered(2↔3),Oshawott
BWP,9,279917,ordered(2↔3),Zoroark
BWP,10,279916,ordered(3↔3),Axew
BWP,11,279913,ordered(2↔2),Pansage
BWP,12,279912,unique,Zorua
BWP,13,279911,unique,Minccino
BWP,14,279915,ordered(2↔2),Pansage
BWP,15,279932,unique,Pidove
BWP,16,279921,ordered(3↔3),Axew
BWP,17,279919,unique,Ducklett
BWP,18,279918,unique,Darumaka
BWP,19,279928,ordered(2↔3),Zoroark
BWP,20,279931,unique,Serperior
BWP,21,279937,unique,Emboar
BWP,22,279946,unique,Samurott
BWP,23,279949,ordered(2↔2),Reshiram
BWP,24,279945,ordered(2↔2),Zekrom
BWP,25,279948,unique,Scraggy
BWP,26,279953,ordered(3↔3),Axew
BWP,27,279951,unique,Litwick
BWP,28,279875,ordered(2↔2),Tropical Beach
BWP,29,279943,ordered(3↔3),Victory Cup
BWP,30,279947,ordered(3↔3),Victory Cup
BWP,31,279952,ordered(3↔3),Victory Cup
BWP,32,279936,ordered(1↔2),Victini
BWP,33,279935,unique,Riolu
BWP,34,279934,unique,Luxio
BWP,35,279933,unique,Meowth
BWP,39,279941,unique,Battle City
BWP,40,279940,unique,Volcarona
BWP,41,279939,unique,Thundurus
BWP,42,279910,unique,Tornadus
BWP,43,279898,ordered(2↔2),Landorus
BWP,44,279873,unique,Kyurem
BWP,48,279870,unique,Altaria
BWP,49,279874,unique,Lilligant
BWP,50,279950,ordered(2↔2),Tropical Beach
BWP,51,279880,unique,Crobat
BWP,52,279879,unique,Lillipup
BWP,53,279878,unique,Flygon
BWP,54,279876,ordered(2↔1),Pikachu
BWP,55,279877,unique,Elgyem
BWP,56,279868,unique,Empoleon
BWP,57,279867,unique,Haxorus
BWP,58,279858,unique,Black Kyurem
BWP,59,279859,unique,White Kyurem
BWP,60,279857,unique,Keldeo
BWP,64,279860,unique,Drifblim
BWP,65,279861,unique,Jigglypuff
BWP,66,279866,unique,Ninetales
BWP,67,279865,unique,Ampharos
BWP,68,279862,ordered(2↔2),Meloetta
BWP,69,279864,ordered(2↔2),Meloetta
BWP,70,279863,unique,Virizion
BWP,71,279881,unique,Terrakion
BWP,72,279882,unique,Cobalion
BWP,73,279901,ordered(1↔2),Darkrai
BWP,74,279900,unique,Giratina
BWP,75,279899,unique,Metagross
BWP,76,279897,unique,Electrode
BWP,79,279909,ordered(2↔2),Landorus
BWP,80,279902,unique,Druddigon
BWP,84,279906,unique,Porygon-Z
BWP,85,279904,unique,Lucario
BWP,86,279890,ordered(3↔3),Genesect
BWP,87,279896,unique,Leafeon
BWP,88,279895,unique,Flareon
BWP,89,279887,unique,Vaporeon
BWP,90,279886,unique,Glaceon
BWP,91,279885,unique,Jolteon
BWP,92,279883,unique,Espeon
BWP,93,279884,unique,Umbreon
BWP,94,279888,ordered(2↔2),Eevee
BWP,95,279889,unique,Champions Festival
BWP,97,279893,ordered(2↔2),Eevee
BWP,98,279892,unique,Mew
BWP,99,279905,ordered(3↔3),Genesect
BWP,100,279920,ordered(1↔2),N
BWP,101,279914,ordered(3↔3),Genesect
CEC,2,407664,unique,Oddish
CEC,3,407669,unique,Gloom
CEC,5,407679,unique,Tangela
CEC,6,407684,unique,Tangrowth
CEC,7,407689,unique,Sunkern
CEC,8,407694,unique,Sunflora
CEC,9,407699,unique,Heracross
CEC,10,407704,unique,Lileep
CEC,11,407709,unique,Cradily
CEC,12,407714,unique,Tropius
CEC,13,407719,unique,Kricketot
CEC,14,407724,unique,Kricketune
CEC,15,407729,unique,Deerling
CEC,16,407734,unique,Sawsbuck
CEC,17,407739,ordered(2↔2),Rowlet
CEC,18,407744,ordered(2↔2),Rowlet
CEC,19,407749,unique,Dartrix
CEC,20,407754,unique,Decidueye
CEC,21,407759,unique,Buzzwole
CEC,23,407764,unique,Ponyta
CEC,24,407769,unique,Rapidash
CEC,25,407774,unique,Flareon
CEC,26,407779,unique,Slugma
CEC,27,407784,unique,Magcargo
CEC,28,407789,unique,Entei
CEC,29,398524,ordered(2↔2),Torkoal
CEC,30,407799,unique,Victini
CEC,31,407804,unique,Tepig
CEC,32,407809,unique,Pignite
CEC,33,407814,unique,Emboar
CEC,34,407819,unique,Larvesta
CEC,36,407829,unique,Litleo
CEC,37,407834,unique,Pyroar
CEC,39,407844,unique,Alolan Vulpix
CEC,40,407849,unique,Psyduck
CEC,41,407854,unique,Golduck
CEC,42,407859,unique,Vaporeon
CEC,43,407864,unique,Sneasel
CEC,44,398529,ordered(2↔2),Weavile
CEC,45,407874,unique,Wailmer
CEC,46,407879,unique,Wailord
CEC,47,407884,unique,Snorunt
CEC,48,407889,unique,Glalie
CEC,49,407894,ordered(2↔2),Spheal
CEC,50,407899,ordered(2↔2),Spheal
CEC,51,407904,unique,Sealeo
CEC,52,407909,unique,Walrein
CEC,53,407914,unique,Kyogre
CEC,54,398504,ordered(2↔2),Piplup
CEC,55,407924,unique,Prinplup
CEC,56,407929,unique,Empoleon
CEC,57,407934,unique,Phione
CEC,58,407939,unique,Tympole
CEC,59,407944,unique,Ducklett
CEC,60,407949,unique,Swanna
CEC,61,407954,unique,Black Kyurem
CEC,62,398509,ordered(2↔2),Wishiwashi
CEC,64,407969,unique,Dewpider
CEC,65,407974,unique,Araquanid
CEC,66,398534,ordered(2↔2),Pikachu
CEC,67,407984,unique,Raichu
CEC,68,398539,ordered(2↔2),Magnemite
CEC,69,407994,unique,Magneton
CEC,70,407999,unique,Jolteon
CEC,71,408004,unique,Chinchou
CEC,72,408009,unique,Lanturn
CEC,73,408014,ordered(2↔2),Togedemaru
CEC,74,408019,ordered(2↔2),Togedemaru
CEC,76,398544,ordered(2↔2),Koffing
CEC,77,408029,unique,Weezing
CEC,78,408034,unique,Natu
CEC,79,408039,unique,Xatu
CEC,80,408044,unique,Ralts
CEC,81,408049,unique,Kirlia
CEC,82,398549,ordered(2↔2),Gallade
CEC,83,408059,unique,Duskull
CEC,84,408064,unique,Dusclops
CEC,85,408069,unique,Dusknoir
CEC,86,408074,unique,Rotom
CEC,87,408079,unique,Woobat
CEC,88,408084,unique,Swoobat
CEC,89,408089,unique,Golett
CEC,90,408094,unique,Golurk
CEC,91,408099,unique,Skrelp
CEC,92,408104,unique,Dragalge
CEC,93,408109,unique,Phantump
CEC,94,408114,unique,Trevenant
CEC,96,398514,ordered(3↔3),Mimikyu
CEC,97,408124,ordered(3↔3),Mimikyu
CEC,98,408134,unique,Dhelmise
CEC,99,408139,ordered(2↔3),Cosmog
CEC,100,408144,ordered(2↔3),Cosmog
CEC,101,408149,ordered(1↔2),Cosmoem
CEC,102,408154,ordered(1↔2),Lunala
CEC,103,408159,unique,Marshadow
CEC,104,408164,unique,Blacephalon
CEC,105,408169,unique,Onix
CEC,106,408174,unique,Nosepass
CEC,107,408179,ordered(2↔2),Trapinch
CEC,108,408189,ordered(2↔2),Trapinch
CEC,109,408194,unique,Vibrava
CEC,111,408204,unique,Anorith
CEC,112,408209,unique,Armaldo
CEC,113,408214,unique,Groudon
CEC,114,408219,unique,Drilbur
CEC,115,398554,ordered(2↔2),Excadrill
CEC,116,408229,unique,Palpitoad
CEC,117,408234,unique,Seismitoad
CEC,118,408239,unique,Throh
CEC,119,408244,unique,Pancham
CEC,120,408249,unique,Pangoro
CEC,121,408254,unique,Crabrawler
CEC,122,408259,unique,Crabominable
CEC,123,408264,unique,Rockruff
CEC,124,408269,unique,Lycanroc
CEC,125,408274,unique,Passimian
CEC,126,408279,unique,Sandygast
CEC,127,408284,unique,Palossand
CEC,128,408289,unique,Alolan Meowth
CEC,130,408299,unique,Alolan Grimer
CEC,131,408304,unique,Alolan Muk
CEC,132,408309,unique,Carvanha
CEC,133,408314,unique,Absol
CEC,134,408319,unique,Pawniard
CEC,135,408324,unique,Bisharp
CEC,136,408329,unique,Guzzlord
CEC,137,408334,unique,Alolan Sandshrew
CEC,138,408339,unique,Alolan Sandslash
CEC,139,398559,ordered(2↔2),Steelix
CEC,140,408349,unique,Mawile
CEC,141,408354,unique,Probopass
CEC,142,408359,ordered(1↔2),Solgaleo
CEC,144,408364,unique,Clefairy
CEC,145,408369,unique,Alolan Ninetales
CEC,146,408374,unique,Azurill
CEC,147,408379,unique,Cottonee
CEC,148,408384,unique,Whimsicott
CEC,149,408389,ordered(2↔2),Flabébé
CEC,150,408394,ordered(2↔2),Flabébé
CEC,151,408399,unique,Floette
CEC,152,408404,unique,Florges
CEC,153,408409,unique,Swirlix
CEC,154,408414,unique,Slurpuff
CEC,155,408419,unique,Sylveon
CEC,159,408424,unique,Drampa
CEC,160,408429,ordered(2↔2),Jangmo-o
CEC,161,408434,ordered(2↔2),Jangmo-o
CEC,162,408439,unique,Hakamo-o
CEC,163,408444,unique,Kommo-o
CEC,164,408449,unique,Ultra Necrozma
CEC,166,408454,ordered(2↔2),Eevee
CEC,167,408459,ordered(2↔2),Eevee
CEC,168,408464,unique,Igglybuff
CEC,169,408469,unique,Aipom
CEC,170,408474,unique,Ambipom
CEC,171,408479,unique,Teddiursa
CEC,172,408484,unique,Ursaring
CEC,173,408489,unique,Zangoose
CEC,174,408494,unique,Lillipup
CEC,175,408499,unique,Herdier
CEC,176,398519,ordered(2↔2),Stoutland
CEC,177,408509,unique,Rufflet
CEC,178,408514,unique,Braviary
CEC,179,408519,unique,Helioptile
CEC,180,408524,unique,Heliolisk
CEC,181,408529,unique,Stufful
CEC,182,408534,unique,Bewear
CEC,183,408539,unique,Type: Null
CEC,185,408549,unique,Beastite
CEC,186,398564,unique,Bellelba & Brycen-Man
CEC,187,408554,unique,Chaotic Swell
CEC,188,408559,unique,Clay
CEC,189,398494,ordered(2↔2),Cynthia & Caitlin
CEC,190,408564,unique,Dragonium Z: Dragon Claw
CEC,191,408569,unique,Erika
CEC,192,408574,ordered(2↔2),Great Catcher
CEC,193,398569,ordered(2↔2),Guzma & Hala
CEC,194,408579,ordered(2↔2),Island Challenge Amulet
CEC,195,408584,ordered(2↔2),Lana's Fishing Rod
CEC,196,408589,ordered(2↔2),Lillie's Full Force
CEC,197,408594,ordered(2↔2),Lillie's Poké Doll
CEC,198,398574,ordered(2↔2),Mallow & Lana
CEC,199,398579,unique,Misty & Lorelei
CEC,200,408599,ordered(2↔2),N's Resolve
CEC,201,408604,ordered(2↔2),Professor Oak's Setup
CEC,202,398499,ordered(2↔2),Red & Blue
CEC,203,408609,ordered(2↔2),Roller Skater
CEC,204,408614,ordered(2↔2),Rosa
CEC,205,408619,unique,Roxie
CEC,206,408624,ordered(2↔2),Tag Call
CEC,207,408629,unique,Unidentified Fossil
CEC,208,408634,unique,Will
CEC,209,408639,ordered(2↔2),Draw Energy
CEC,228,408734,ordered(2↔2),Cynthia & Caitlin
CEC,229,408739,ordered(2↔2),Guzma & Hala
CEC,230,408744,ordered(2↔2),Lillie's Full Force
CEC,231,408749,ordered(2↔2),Mallow & Lana
CEC,232,408754,ordered(2↔2),N's Resolve
CEC,233,408759,ordered(2↔2),Professor Oak's Setup
CEC,234,408764,ordered(2↔2),Red & Blue
CEC,235,408769,ordered(2↔2),Roller Skater
