klasse,set,number,name,eur_price,our_product_id,our_product_name,ppl_product_id,ppl_product_name,card_text,url
duplicate,CES,95,Metagross,"1,23€",360408,Metagross [Extend | Meteor Mash],371634,Metagross [Extend | Meteor Mash],Extend Meteor Mash,https://pokepricelab.com/de/catalog/celestial-storm-metagross-95
duplicate,FCO,105,N,"0,88€",295213,N,289925,N,,https://pokepricelab.com/de/catalog/fates-collide-n-105
duplicate,SUM,161,Ultra Ball,"0,88€",312291,Ultra Ball,295474,Ultra Ball,,https://pokepricelab.com/de/catalog/sun-moon-ultra-ball-161
duplicate,MEP,36,Mega Feraligatr ex,"0,74€",873722,Mega Feraligatr ex [Mortal Crunch],873721,Mega Feraligatr ex [Mortal Crunch],Mortal Crunch,https://pokepricelab.com/de/catalog/mep-black-star-promos-mega-feraligatr-ex-036
duplicate,PAL,58,Frigibax,"0,72€",785461,Frigibax [Chilly | Bite],715533,Frigibax [Chilly | Bite],Chilly Bite,https://pokepricelab.com/de/catalog/paldea-evolved-frigibax-058
duplicate,MEP,11,Mega Latias ex,"0,67€",851063,Mega Latias ex [Strafe | Illusory Impulse],851066,Mega Latias ex [Strafe | Illusory Impulse],Strafe Illusory Impulse,https://pokepricelab.com/de/catalog/mep-black-star-promos-mega-latias-ex-011
duplicate,PLB,5,Tropius,"0,63€",281026,Tropius [Return | Energy Press],449213,Tropius [Return | Energy Press],Return Energy Press,https://pokepricelab.com/de/catalog/plasma-blast-tropius-5
duplicate,ASR,97,Absol,"0,55€",658743,Absol [Swirling Disaster | Claw Rend],700338,Absol [Swirling Disaster | Claw Rend],Swirling Disaster Claw Rend,https://pokepricelab.com/de/catalog/astral-radiance-absol-097
duplicate,BS,97,Fighting Energy,"0,55€",273792,Fighting Energy,660105,Fighting Energy,,https://pokepricelab.com/de/catalog/base-set-fighting-energy-97
duplicate,BKP,57,Garbodor,"0,50€",368705,Garbodor [Garbotoxin | Offensive Bomb],288232,Garbodor [Garbotoxin | Offensive Bomb],Garbotoxin Offensive Bomb,https://pokepricelab.com/de/catalog/breakpoint-garbodor-57
duplicate,CRE,98,Galarian Slowking,"0,38€",567206,Galarian Slowking [Mysterious Potion | Spray Fluid],752310,Galarian Slowking [Mysterious Potion | Spray Fluid],Mysterious Potion Spray Fluid,https://pokepricelab.com/de/catalog/chilling-reign-galarian-slowking-098
duplicate,ASR,147,Irida,"0,30€",658808,Irida,700342,Irida,,https://pokepricelab.com/de/catalog/astral-radiance-irida-147
duplicate,SIT,147,Archeops,"0,29€",682194,Archeops [Primal Turbo | Speed Wing],700347,Archeops [Primal Turbo | Speed Wing],Primal Turbo Speed Wing,https://pokepricelab.com/de/catalog/silver-tempest-archeops-147
duplicate,BRS,8,Torterra,"0,26€",608432,Torterra [Evopress | Hammer In],700329,Torterra [Evopress | Hammer In],Evopress Hammer In,https://pokepricelab.com/de/catalog/brilliant-stars-torterra-008
duplicate,LOR,37,Kingdra,"0,25€",670811,Kingdra [Seething Currents | Hydro Splash],700343,Kingdra [Seething Currents | Hydro Splash],Seething Currents Hydro Splash,https://pokepricelab.com/de/catalog/lost-origin-kingdra-037
duplicate,LOR,84,Hisuian Arcanine,"0,23€",674097,Hisuian Arcanine [Very Vulnerable | Sharp Fang],700345,Hisuian Arcanine [Very Vulnerable | Sharp Fang],Very Vulnerable Sharp Fang,https://pokepricelab.com/de/catalog/lost-origin-hisuian-arcanine-084
duplicate,TEF,121,Miraidon,"0,22€",761975,Miraidon [Peak Acceleration | Sparking Strike],760751,Miraidon [Peak Acceleration | Sparking Strike],Peak Acceleration Sparking Strike,https://pokepricelab.com/de/catalog/temporal-forces-miraidon-121
duplicate,FFI,12,Torchic,"0,20€",281676,Torchic [Quick Attack],449208,Torchic [Quick Attack],Quick Attack,https://pokepricelab.com/de/catalog/furious-fists-torchic-12
duplicate,PAL,107,Primeape,"0,20€",709538,Primeape [Low Kick | Pummel],715582,Primeape [Low Kick | Pummel],Low Kick Pummel,https://pokepricelab.com/de/catalog/paldea-evolved-primeape-107
duplicate,GEN,8,Tangela,"0,17€",288450,Tangela [Absorb | Vine Whip],722692,Tangela [Absorb | Vine Whip],Absorb Vine Whip,https://pokepricelab.com/de/catalog/generations-tangela-8
duplicate,GRI,46,Oricorio,"0,17€",297508,Oricorio [Feather Dance | Pom-Pom Punch],371620,Oricorio [Feather Dance | Pom-Pom Punch],Feather Dance Pom-Pom Punch,https://pokepricelab.com/de/catalog/guardians-rising-oricorio-46
duplicate,TEF,84,Relicanth,"0,16€",760714,Relicanth [Memory Dive | Razor Fin],761973,Relicanth [Memory Dive | Razor Fin],Memory Dive Razor Fin,https://pokepricelab.com/de/catalog/temporal-forces-relicanth-084
duplicate,MEW,25,Pikachu,"0,13€",733620,Pikachu [Charge | Pika Punch],748474,Pikachu [Charge | Pika Punch],Charge Pika Punch,https://pokepricelab.com/de/catalog/151-pikachu-025
duplicate,FLF,94,Pokémon Fan Club,"0,11€",281577,Pokémon Fan Club,371603,Pokémon Fan Club,,https://pokepricelab.com/de/catalog/flashfire-pokemon-fan-club-94
duplicate,BKP,56,Trubbish,"0,10€",368704,Trubbish [Acid Spray],288231,Trubbish [Acid Spray],Acid Spray,https://pokepricelab.com/de/catalog/breakpoint-trubbish-56
duplicate,CRE,10,Abomasnow,"0,08€",567090,Abomasnow [Toughness Boost | Mega Punch],672374,Abomasnow [Toughness Boost | Mega Punch],Toughness Boost Mega Punch,https://pokepricelab.com/de/catalog/chilling-reign-abomasnow-010
duplicate,FST,84,Snom,"0,04€",582218,Snom [Find Ice],740470,Snom [Find Ice],Find Ice,https://pokepricelab.com/de/catalog/fusion-strike-snom-084
duplicate,SCR,107,Archaludon,"0,04€",785961,Archaludon [Metal Bridge | Iron Blaster],786546,Archaludon [Metal Bridge | Iron Blaster],Metal Bridge Iron Blaster,https://pokepricelab.com/de/catalog/stellar-crown-archaludon-107
duplicate,SCR,119,Bouffalant,"0,04€",785973,Bouffalant [Curly Wall | Boundless Power],789025,Bouffalant [Curly Wall | Boundless Power],Curly Wall Boundless Power,https://pokepricelab.com/de/catalog/stellar-crown-bouffalant-119
duplicate,BG,1,Electabuzz,"0,02€",283081,Electabuzz [Thundershock | Thunderpunch],275411,Electabuzz [Thundershock | Thunderpunch],Thundershock Thunderpunch,https://pokepricelab.com/de/catalog/best-of-game-cards-promos-electabuzz-1
duplicate,BKT,149,Super Rod,"0,02€",295270,Super Rod,286395,Super Rod,,https://pokepricelab.com/de/catalog/breakthrough-super-rod-149
duplicate,STS,114,Professor Sycamore,"0,02€",295231,Professor Sycamore,291561,Professor Sycamore,,https://pokepricelab.com/de/catalog/steam-siege-professor-sycamore-114
ppl-wrong,PHF,10,Talonflame,"1,01€",281811,Talonflame [Acrobatics | Jet Shoot],281812,Talonflame (Theme Deck),Acrobatics Jet Shoot,https://pokepricelab.com/de/catalog/phantom-forces-talonflame-10
undecided,HS,114,Lugia LEGEND,"81,27€",279085,Lugia LEGEND [Top],279086,Lugia LEGEND [Ocean Grow | Elemental Blast | Bottom],Ocean Grow Elemental Blast,https://pokepricelab.com/de/catalog/heartgold-soulsilver-lugia-legend-114
undecided,TM,102,Palkia & Dialga LEGEND,"77,01€",279631,Palkia & Dialga LEGEND [Top],279632,Palkia & Dialga LEGEND [Sudden Delete | Time Control | Bottom],Sudden Delete Time Control,https://pokepricelab.com/de/catalog/triumphant-palkia-dialga-legend-102
undecided,HS,113,Lugia LEGEND,"69,39€",279086,Lugia LEGEND [Ocean Grow | Elemental Blast | Bottom],279085,Lugia LEGEND [Top],Ocean Grow Elemental Blast,https://pokepricelab.com/de/catalog/heartgold-soulsilver-lugia-legend-113
undecided,UL,91,Entei & Raikou LEGEND,"64,87€",279246,Entei & Raikou LEGEND [Top],279247,Entei & Raikou LEGEND [Detonation Spin | Thunder Fall | Bottom],Detonation Spin Thunder Fall,https://pokepricelab.com/de/catalog/unleashed-entei-raikou-legend-91
undecided,TM,101,Palkia & Dialga LEGEND,"54,22€",279632,Palkia & Dialga LEGEND [Sudden Delete | Time Control | Bottom],279631,Palkia & Dialga LEGEND [Top],Sudden Delete Time Control,https://pokepricelab.com/de/catalog/triumphant-palkia-dialga-legend-101
undecided,UL,93,Raikou & Suicune LEGEND,"45,70€",279248,Raikou & Suicune LEGEND [Top],279249,Raikou & Suicune LEGEND [Thunderbolt Spear | Aurora Gain | Bottom],Thunderbolt Spear Aurora Gain,https://pokepricelab.com/de/catalog/unleashed-raikou-suicune-legend-93
undecided,UL,92,Raikou & Suicune LEGEND,"41,57€",279249,Raikou & Suicune LEGEND [Thunderbolt Spear | Aurora Gain | Bottom],279248,Raikou & Suicune LEGEND [Top],Thunderbolt Spear Aurora Gain,https://pokepricelab.com/de/catalog/unleashed-raikou-suicune-legend-92
undecided,BS,9,Magneton,"32,54€",273704,Magneton [Thunder Wave | Selfdestruct],273932,Magneton [Thunder Wave | Selfdestruct],Thunder Wave Selfdestruct,https://pokepricelab.com/de/catalog/base-set-2-magneton-9
undecided,BS,11,Nidoking,"23,52€",273706,Nidoking [Thrash | Toxic],273934,Nidoking [Thrash | Toxic],Thrash Toxic,https://pokepricelab.com/de/catalog/base-set-2-nidoking-11
undecided,PL,23,Dialga,"22,88€",278543,Dialga [G] LV.X [Time Crystal | Remove Lost],278444,Dialga Lv.73 [Energy Stream | Diamond Blow],Energy Stream Diamond Blow,https://pokepricelab.com/de/catalog/platinum-dialga-lv-73-23
undecided,PL,5,Dialga,"7,26€",278428,Dialga [G] Lv.79 [Deafen | Second Strike],278426,Dialga Lv.72 [Reverse Time | Time-Space Traveling],Reverse Time Time-Space Traveling,https://pokepricelab.com/de/catalog/platinum-dialga-lv-72-5
undecided,E1,105,Cyndaquil,"5,10€",274979,Cyndaquil [Singe | Quick Attack],274980,Cyndaquil [Tackle | Ember | e-card],Tackle Ember,https://pokepricelab.com/de/catalog/expedition-base-set-cyndaquil-105
undecided,SP,244,Scorbunny,"3,81€",516354,Scorbunny [Me First | Live Coal],665987,Scorbunny [Flaring Dash | Ember],Flaring Dash Flare,https://pokepricelab.com/de/catalog/swsh-black-star-promos-scorbunny-244
undecided,SV,5,Garchomp,"3,49€",278751,Garchomp [C] Lv.62 [Claw Swipe | Earthquake],278696,Garchomp Lv.71 [Dragon Intimidation | Guard Claw | Speed Impact],Dragon Intimidation Guard Claw Speed Impact 120-,https://pokepricelab.com/de/catalog/supreme-victors-garchomp-lv-71-5
undecided,SVI,241,Professor's Research,"1,98€",702536,Professor's Research - Professor Sada,702537,Professor's Research - Professor Turo,,https://pokepricelab.com/de/catalog/scarlet-violet-professor-s-research-241
undecided,SVI,240,Professor's Research,"1,40€",702537,Professor's Research - Professor Turo,702536,Professor's Research - Professor Sada,,https://pokepricelab.com/de/catalog/scarlet-violet-professor-s-research-240
undecided,BLW,45,Joltik,"0,32€",279782,Joltik [Stun Needle],279783,Joltik [Leech Life | BW],Leech Life,https://pokepricelab.com/de/catalog/black-white-joltik-45
undecided,BST,108,Aegislash,"0,22€",545616,Aegislash [Stance Change | Full Metal Blade],545621,Aegislash [Stance Change | Giganton Bash],Stance Change Gigaton Bash,https://pokepricelab.com/de/catalog/battle-styles-aegislash-108
undecided,CES,25,Torchic,"0,10€",361272,Torchic [Peck | Live Coal],361273,Torchic [Ember | CES],Ember,https://pokepricelab.com/de/catalog/celestial-storm-torchic-25
undecided,SVI,73,Pawmi,"0,05€",702370,Pawmi [Light Punch | Zap Kick],824666,Pawmi [Static Shock],Jolt,https://pokepricelab.com/de/catalog/scarlet-violet-thai-promos-pawmi-sv-p-th-073-scarlet-violet-thai-promos-073
wrong-product,NP,35,Pikachu,"260,24€",275485,Pikachu [Agility | Thundershock],275508,Pikachu δ Delta Species [Thunder Wave | Iron Tail],Thunder Wave Iron Tail,https://pokepricelab.com/de/catalog/nintendo-black-star-promos-pikachu-delta-species-35
wrong-product,NP,16,Treecko,"182,73€",275480,Treecko [Tail Slap | Razor Leaf],275489,Treecko [Pound | Sporadic Sponging],Pound Sporadic Sponging,https://pokepricelab.com/de/catalog/nintendo-black-star-promos-treecko-16
wrong-product,N1,18,Typhlosion,"159,23€",274417,Typhlosion [Fire Recharge | Flame Burst],274418,Typhlosion [Fire Boost | Flame Wheel],Fire Boost Flame Wheel,https://pokepricelab.com/de/catalog/neo-genesis-typhlosion-18
wrong-product,E2,148,Kingdra,"156,26€",275056,Kingdra [Water Cyclone | Rapids],275224,Kingdra [Crystal Type | Aquabomb | Dual Burn],Crystal Type Aquabomb Dual Burn,https://pokepricelab.com/de/catalog/aquapolis-kingdra-148
wrong-product,SVP,148,Miraidon,"147,62€",692234,Miraidon [Sharp Fang | Lightning Laser],769427,Miraidon [Electric Claws | Mach Bolt],Electric Claws Mach Bolt,https://pokepricelab.com/de/catalog/sv-black-star-promos-miraidon-148
wrong-product,SVP,91,Koraidon,"107,80€",692236,Koraidon [Claw Slash | Rampaging Fang],760233,Koraidon [Primordial Beatdown | Shred],Primordial Beatdown Shred,https://pokepricelab.com/de/catalog/sv-black-star-promos-koraidon-091
wrong-product,N1,11,Meganium,"73,46€",274410,Meganium [Herbal Scent | Body Slam],274411,Meganium [Wild Growth | Soothing Scent],Wild Growth Soothing Scent,https://pokepricelab.com/de/catalog/neo-genesis-meganium-11
wrong-product,SP,234,Pikachu,"64,65€",461594,Pikachu [Iron Tail | Electro Ball],653698,Pikachu [Gift Delivery | Pika Ball],Gift Delivery Pika Ball,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-234
wrong-product,E3,150,Kabutops,"58,68€",275240,Kabutops [Primal Aura | Dual Cut],275408,Kabutops [Crystal Type | Draining Cut | Triple Cutter],Crystal Type Draining Cut Triple Cutter,https://pokepricelab.com/de/catalog/skyridge-kabutops-150
wrong-product,N1,10,Meganium,"47,68€",274411,Meganium [Wild Growth | Soothing Scent],274410,Meganium [Herbal Scent | Body Slam],Herbal Scent Body Slam,https://pokepricelab.com/de/catalog/neo-genesis-meganium-10
wrong-product,SVP,95,Cleffa,"38,75€",761128,Cleffa [Grasping Draw],751816,Cleffa [Twinkling Hope],Twinkling Hope,https://pokepricelab.com/de/catalog/sv-black-star-promos-cleffa-095
wrong-product,E1,36,Blastoise,"20,47€",274912,Blastoise [Jet Stream | Energy Cannon],274911,Blastoise [Bubble | Double Cannon],Bubble Double Cannon,https://pokepricelab.com/de/catalog/expedition-base-set-blastoise-36
wrong-product,E1,132,Squirtle,"19,68€",275006,Squirtle [Wave Splash | Doubleslap],275007,Squirtle [Headbutt | Bubblebeam],Headbutt Bubblebeam,https://pokepricelab.com/de/catalog/expedition-base-set-squirtle-132
wrong-product,E1,67,Venusaur,"17,63€",274943,Venusaur [Harvest Bounty | Body Slam],274942,Venusaur [Leech Seed | Fury Strikes],Leech Seed Fury Strikes,https://pokepricelab.com/de/catalog/expedition-base-set-venusaur-67
wrong-product,DX,18,Deoxys,"16,23€",276419,Deoxys [Form Change | Link Blast],276421,Deoxys [Form Change | Barrier Attack],Form Change Barrier Attack,https://pokepricelab.com/de/catalog/ex-deoxys-deoxys-18
wrong-product,NP,3,Treecko,"16,17€",275489,Treecko [Pound | Sporadic Sponging],275476,Treecko [Tail Slap | Razor Leaf],Tail Slap Razor Leaf,https://pokepricelab.com/de/catalog/nintendo-black-star-promos-treecko-3
wrong-product,E1,30,Venusaur,"16,02€",274942,Venusaur [Leech Seed | Fury Strikes],274905,Venusaur [Harvest Bounty | Body Slam],Harvest Bounty Body Slam,https://pokepricelab.com/de/catalog/expedition-base-set-venusaur-30
wrong-product,SVP,161,Charizard ex,"15,71€",740401,Charizard ex [Infernal Reign | Burning Darkness],791830,Charizard ex [Brave Wing | Explosive Vortex],Brave Wing Explosive Vortex,https://pokepricelab.com/de/catalog/sv-black-star-promos-charizard-ex-161
wrong-product,BWP,99,Genesect,"15,65€",279905,Genesect [Signal Beam | Overdrive Smash],279890,Genesect [Hyper Beam | Breaker Bazooka],Hyper Beam Breaker Bazooka,https://pokepricelab.com/de/catalog/bw-black-star-promos-genesect-99
wrong-product,SP,198,Pikachu V,"13,04€",576742,Pikachu V [Volt Tackle],604984,Pikachu V [Lightning Blast],Lightning Blast,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-v-198
wrong-product,DEX,61,Umbreon,"12,99€",280388,Umbreon [Shadow Drain | Slashing Strike],280389,Umbreon [Confuse Ray | Shadow Shutdown],Confuse Ray Shadow Shutdown,https://pokepricelab.com/de/catalog/dark-explorers-umbreon-61
wrong-product,E3,20,Magneton,"11,82€",275277,Magneton [Attract Energy | Electric Blast],275278,Magneton [Bounce Off | Magnetic Wave],Bounce Off Magnetic Wave,https://pokepricelab.com/de/catalog/skyridge-magneton-20
wrong-product,E1,131,Squirtle,"11,55€",275007,Squirtle [Headbutt | Bubblebeam],275006,Squirtle [Wave Splash | Doubleslap],Wave Splash Doubleslap,https://pokepricelab.com/de/catalog/expedition-base-set-squirtle-131
wrong-product,E3,115,Weedle,"10,65€",275373,Weedle [Fury Attack],275372,Weedle [Entangling Thread | Poison Horn],Entangling Thread Poison Horn,https://pokepricelab.com/de/catalog/skyridge-weedle-115
wrong-product,SVP,92,Miraidon,"10,40€",692233,Miraidon [Sharp Fang | Lightning Laser],760234,Miraidon [Peak Acceleration | Sparking Strike],Peak Acceleration Sparking Strike,https://pokepricelab.com/de/catalog/sv-black-star-promos-miraidon-092
wrong-product,E3,114,Weedle,"10,38€",275372,Weedle [Entangling Thread | Poison Horn],275373,Weedle [Fury Attack],Fury Attack,https://pokepricelab.com/de/catalog/skyridge-weedle-114
wrong-product,RS,42,Mightyena,"10,29€",275658,Mightyena [Intimidating Fang | Shakedown],275690,Mightyena [Bite | Ambush],Bite Ambush,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-mightyena-42
wrong-product,CG,2,Blastoise,"9,80€",277095,Blastoise [Water Pressure | Hydro Pump],277083,Blastoise δ Delta Species [Shield Veil | Enraged Linear Attack | Skull Bash],Shield Veil Enraged Linear Attack Skull Bash,https://pokepricelab.com/de/catalog/ex-crystal-guardians-blastoise-delta-species-2
wrong-product,E1,135,Totodile,"9,49€",275009,Totodile [Surf | Double Scratch],275010,Totodile [Paralyzing Gaze | Bite],Paralyzing Gaze Bite,https://pokepricelab.com/de/catalog/expedition-base-set-totodile-135
wrong-product,PL,37,Palkia,"8,93€",278433,Palkia [G] Lv.78 [Splashing Turn | Pearl Breath],278458,Palkia Lv.72 [Tsunami | Water Pulse],Tsunami Water Pulse,https://pokepricelab.com/de/catalog/platinum-palkia-lv-72-37
wrong-product,E2,80,Growlithe,"8,90€",275124,Growlithe [Ember],275154,Growlithe [Roar | Firebreathing],Roar Firebreathing,https://pokepricelab.com/de/catalog/aquapolis-growlithe-80
wrong-product,E3,18,Magcargo,"8,62€",275276,Magcargo [Eruption | Fire Stream],275275,Magcargo [Streaming Mantle | Crushing Lava],Streaming Mantle Crushing Lava,https://pokepricelab.com/de/catalog/skyridge-magcargo-18
wrong-product,PL,6,Dialga,"8,14€",371546,Dialga [G] Lv.79 [Deafen | Second Strike],278427,Dialga Lv.70 [Time Aura | Metal Burn],Time Aura Metal Burn,https://pokepricelab.com/de/catalog/platinum-dialga-lv-70-6
wrong-product,DEX,60,Umbreon,"7,71€",280389,Umbreon [Confuse Ray | Shadow Shutdown],280388,Umbreon [Shadow Drain | Slashing Strike],Shadow Drain Slashing Strike,https://pokepricelab.com/de/catalog/dark-explorers-umbreon-60
wrong-product,DX,17,Deoxys,"7,20€",276421,Deoxys [Form Change | Barrier Attack],276420,Deoxys [Form Change | Energy Crush],Form Change Energy Crush,https://pokepricelab.com/de/catalog/ex-deoxys-deoxys-17
wrong-product,E3,19,Magneton,"7,17€",275278,Magneton [Bounce Off | Magnetic Wave],275277,Magneton [Attract Energy | Electric Blast],Attract Energy Electric Blast,https://pokepricelab.com/de/catalog/skyridge-magneton-19
wrong-product,E3,17,Magcargo,"7,15€",275275,Magcargo [Streaming Mantle | Crushing Lava],275276,Magcargo [Eruption | Fire Stream],Eruption Fire Stream,https://pokepricelab.com/de/catalog/skyridge-magcargo-17
wrong-product,SVP,27,Pikachu,"6,85€",832224,Pikachu [Scrappy Spark],703195,Pikachu [Adventuring Together],Adventuring Together,https://pokepricelab.com/de/catalog/sv-black-star-promos-pikachu-027
wrong-product,E3,73,Ledyba,"6,69€",275331,Ledyba [Teary Eyes | Quick Turn],275330,Ledyba [Gnaw | Slam],Gnaw Slam,https://pokepricelab.com/de/catalog/skyridge-ledyba-73
wrong-product,E2,106,Scyther,"6,68€",275130,Scyther [Quick Turn | Cross-Cut],275182,Scyther [Slash | Swift],Slash Swift,https://pokepricelab.com/de/catalog/aquapolis-scyther-106
wrong-product,E2,51,Growlithe,"6,42€",275154,Growlithe [Roar | Firebreathing],275124,Growlithe [Ember],Ember,https://pokepricelab.com/de/catalog/aquapolis-growlithe-51
wrong-product,E1,134,Totodile,"5,91€",275010,Totodile [Paralyzing Gaze | Bite],275009,Totodile [Surf | Double Scratch],Surf Double Scratch,https://pokepricelab.com/de/catalog/expedition-base-set-totodile-134
wrong-product,E2,57,Scyther,"5,30€",275182,Scyther [Slash | Swift],275130,Scyther [Quick Turn | Cross-Cut],Quick Turn Cross-Cut,https://pokepricelab.com/de/catalog/aquapolis-scyther-57
wrong-product,SP,145,Pikachu V,"5,09€",692429,Pikachu V [Pika Drive],576744,Pikachu V [Volt Tackle],Volt Tackle,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-v-145
wrong-product,E3,72,Ledyba,"4,93€",275330,Ledyba [Gnaw | Slam],275331,Ledyba [Teary Eyes | Quick Turn],Teary Eyes Quick Turn,https://pokepricelab.com/de/catalog/skyridge-ledyba-72
wrong-product,BWP,69,Meloetta,"4,61€",279864,Meloetta [Sing | Psyburn],279862,Meloetta [Smack | Acrobatics],Smack Acrobatics,https://pokepricelab.com/de/catalog/bw-black-star-promos-meloetta-69
wrong-product,SVP,74,Charizard ex,"4,47€",791830,Charizard ex [Brave Wing | Explosive Vortex],751798,Charizard ex [Infernal Reign | Burning Darkness],Infernal Reign Burning Darkness,https://pokepricelab.com/de/catalog/sv-black-star-promos-charizard-ex-074
wrong-product,DR,10,Salamence,"3,96€",275896,Salamence [Intimidating Fang | Dragon Flame],275887,Salamence [Dragon Wind | Agility | Dragon Claw],Dragon Wind Agility Dragon Claw,https://pokepricelab.com/de/catalog/ex-dragon-salamence-10
wrong-product,N1,32,Croconaw,"3,88€",274431,Croconaw [Screech | Jaw Clamp],274432,Croconaw [Tackle | Sweep Away],Tackle Sweep Away,https://pokepricelab.com/de/catalog/neo-genesis-croconaw-32
wrong-product,LTR,83,Stunfisk,"3,66€",281136,Stunfisk [Attract | Mud-Slap],281234,Stunfisk [Muddy Water | Rumble],Muddy Water Rumble,https://pokepricelab.com/de/catalog/legendary-treasures-stunfisk-83
wrong-product,SP,73,Sobble,"3,61€",427091,Sobble [Bind],516364,Sobble [Growl | Rain Splash],Growl Rain Splash,https://pokepricelab.com/de/catalog/swsh-black-star-promos-sobble-073
wrong-product,NVI,15,Victini,"3,54€",280137,Victini [Victory Star | Stored Power],280138,Victini [V-create],V-create,https://pokepricelab.com/de/catalog/noble-victories-victini-15
wrong-product,BWP,68,Meloetta,"3,51€",279862,Meloetta [Smack | Acrobatics],279864,Meloetta [Sing | Psyburn],Sing Psyburn,https://pokepricelab.com/de/catalog/bw-black-star-promos-meloetta-68
wrong-product,NVI,14,Victini,"3,04€",280138,Victini [V-create],280137,Victini [Victory Star | Stored Power],Victory Star Stored Power,https://pokepricelab.com/de/catalog/noble-victories-victini-14
wrong-product,CG,43,Wartortle,"3,03€",277123,Wartortle [Bubble | Tackle],277124,Wartortle [Tail Whip | Bite],Tail Whip Bite,https://pokepricelab.com/de/catalog/ex-crystal-guardians-wartortle-43
wrong-product,DX,16,Deoxys,"3,03€",276420,Deoxys [Form Change | Energy Crush],276419,Deoxys [Form Change | Link Blast],Form Change Link Blast,https://pokepricelab.com/de/catalog/ex-deoxys-deoxys-16
wrong-product,SP,70,Grookey,"2,98€",547426,Grookey [Branch Poke],516349,Grookey [Full On],Full On,https://pokepricelab.com/de/catalog/swsh-black-star-promos-grookey-070
wrong-product,N1,47,Quilava,"2,70€",274446,Quilava [Ember | Fire Wind],274447,Quilava [Smokescreen | Char],Smokescreen Char,https://pokepricelab.com/de/catalog/neo-genesis-quilava-47
wrong-product,RS,50,Aron,"2,67€",275673,Aron [Rollout | Double Stab],275698,Aron [Gnaw],Gnaw,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-aron-50
wrong-product,E2,115,Voltorb,"2,59€",275137,Voltorb [Rollout | Thundershock],275191,Voltorb [Swift],Swift,https://pokepricelab.com/de/catalog/aquapolis-voltorb-115
wrong-product,SP,143,Pikachu V,"2,58€",604984,Pikachu V [Lightning Blast],576742,Pikachu V [Volt Tackle],Volt Tackle,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-v-143
wrong-product,E2,85,Horsea,"2,55€",275158,Horsea [Bubble],275159,Horsea [Reverse Thrust],Reverse Thrust,https://pokepricelab.com/de/catalog/aquapolis-horsea-85
wrong-product,RS,71,Skitty,"2,53€",275692,Skitty [Minor Errand-Running | Lullaby],275719,Skitty [Tackle | Lunge],Tackle Lunge,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-skitty-71
wrong-product,SV,50,Arcanine,"2,41€",278706,Arcanine [G] Lv.60 [Extreme Speed | Overrun],278741,Arcanine Lv.32 [Overrun | Combustion],Overrun Combustion,https://pokepricelab.com/de/catalog/supreme-victors-arcanine-lv-32-50
wrong-product,DRV,15,Fraxure,"2,35€",281014,Fraxure [Grit | Dragon Claw],281015,Fraxure [Scratch | Sharp Fang],Scratch Sharp Fang,https://pokepricelab.com/de/catalog/dragon-vault-fraxure-15
wrong-product,SP,63,Pikachu V,"2,31€",540616,Pikachu V [Charge | Thunderbolt],496545,Pikachu V [Pika Ball | Circle Circuit],Pika Ball Circle Circuit,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-v-063
wrong-product,CG,31,Combusken,"2,25€",277097,Combusken [Focus Energy | High Jump Kick],277112,Combusken [Searing Flame | Firebreathing],Searing Flame Firebreathing,https://pokepricelab.com/de/catalog/ex-crystal-guardians-combusken-31
wrong-product,BLW,6,Serperior,"2,04€",279743,Serperior [Vine Whip | Leaf Storm],279744,Serperior [Royal Heal | Leaf Tornado],Royal Heal Leaf Tornado,https://pokepricelab.com/de/catalog/black-white-serperior-6
wrong-product,RS,53,Electrike,"1,89€",275678,Electrike [Charge | Thunder Jolt],275701,Electrike [Super Thunder Wave | Tackle],Super Thunder Wave Tackle,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-electrike-53
wrong-product,E2,64,Voltorb,"1,78€",275191,Voltorb [Swift],275137,Voltorb [Rollout | Thundershock],Rollout Thundershock,https://pokepricelab.com/de/catalog/aquapolis-voltorb-64
wrong-product,LOT,92,Unown,"1,64€",365727,Unown [DAMAGE | Hidden Power],365729,Unown [MISSING | Hidden Power],MISSING Hidden Power,https://pokepricelab.com/de/catalog/lost-thunder-unown-92
wrong-product,N1,54,Chikorita,"1,52€",274453,Chikorita [Tackle | Deflector],274454,Chikorita [Growl | Razor Leaf],Growl Razor Leaf,https://pokepricelab.com/de/catalog/neo-genesis-chikorita-54
wrong-product,RS,60,Mudkip,"1,40€",275707,Mudkip [Bubble],275708,Mudkip [Pound | Fury Swipes],Pound Fury Swipes,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-mudkip-60
